Letter,Title,Description
L,Liquore alle more,Nulla è più gratificante di un sorso di liquore alle more per concludere alla perfezione un pasto. Protagoniste assolute di questa ...
L,Lombata di maiale,
L,Lombata di manzo,"La conosciamo con il nome di lombo, lombata di manzo o lombatina nel caso in cui sia stata ricavata da un vitello. Questo taglio di ..."
L,Lombata di vitello,"Con il termine lombata di vitello facciamo riferimento a uno dei tagli più utilizzati e apprezzati in cucina paragonabile, per ..."
L,Lombo di maiale,"Lombo di maiale, caratteristiche principali
Il lombo di maiale rappresenta il taglio di carne suina più noto e più consumato per le sue ..."
L,Lonza di maiale,La lonza di maiale è un taglio ricavato dal suino e fa riferimento al muscolo del carré senza gli ossi. È un taglio molto gustoso e ...
L,Lonzino di maiale,"Lonzino di maiale, caratteristiche principali
Il lonzino di maiale rappresenta un prodotto del taglio del lombo, una parte del maiale ..."
L,Luccio,"Luccio, proprietà principali
Il luccio è un pesce di acqua dolce con una bocca grande e allungata su cui crescono numerosi denti ..."
L,Lumache,"Lumache, proprietà principali
Le lumache da gastronomia si allevano all’aperto in recinti con rete antibava, antifuga ed anti raggi ..."
L,Lumache di mare,"Le lumache di mare, conosciute anche con il nome di maruzzelle, sono un ingrediente utilizzato in numerose ricette tradizionali ..."
L,Lumaconi rigati,"Lumaconi rigati, proprietà principali
I lumaconi rigati sono un formato di pasta piuttosto particolare: si tratta di grandi gusci di ..."
L,Luppolo,Il luppolo (Humulus lupulus) è un pianta che appartiene alla famiglia delle Cannabaceae. Si tratta di un ingrediente perfetto per ...
M,Maccarones,Con il termine maccarones facciamo riferimento a una pasta tradizionale e caratteristica di una terra meravigliosa: la Sardegna. È ...
M,Maccheroncini,"I maccheroncini sono un formato di pasta medio-corta, particolarmente versatile, che si presta a diversi usi in cucina e può essere ..."
M,Maccheroni,"Maccheroni, caratteristiche principali
Con il termine maccheroni, si indica un formato di pasta corta realizzata attraverso un impasto ..."
M,Macis in polvere,"Conosciuto anche con il nome di “fiore della noce moscata”, il macis è una spezia indonesiana. Ha un sapore delicato e si utilizza per ..."
M,Madera,"Madera, proprietà principali
Il Madera è un vino liquoroso con origini portoghesi nato a Madera, arcipelago di isole vulcaniche situato ..."
M,Mafaldine,"Mafaldine, caratteristiche principali
Le mafaldine, dette anche mafalde o reginette, sono un tipo di pasta realizzata con acqua e con ..."
M,Maggiorana,"Maggiorana, proprietà principali
La maggiorana è un’erba aromatica che appartiene alla stessa famiglia dell’origano – ma con odore meno ..."
M,Maiale,"Maiale, proprietà principali
Dato che gli animali scelti per la macellazione sono estremamente meno grassi di quelli usati in passato, ..."
M,Maialino da latte,"Maialino da latte, proprietà principali
Il maialino da latte è un ingrediente che è caratterizzato da una carne bianca molto tenera e ..."
M,Maionese,"La maionese è una salsa gustosa, molto versatile in cucina. Si può comprare già pronta al supermercato oppure preparare a casa con ..."
M,Mais,"Mais, proprietà principali
Originario del Messico e diffuso in Europa dopo la scoperta dell’America, il mais – noto anche come ..."
M,Maltagliati,"I maltagliati, anche chiamati puntarine, sono una pasta tipica dell’Emilia Romagna ricavata dalle rimanenze delle tagliatelle, ..."
M,Malto,"Il malto è un prodotto di origine vegetale, nello specifico un derivato dei cereali: di solito viene impiegato nella produzione di ..."
M,Malto tostato,"Il malto tostato è un ingrediente fondamentale per la panificazione, in particolar modo nei prodotti da forno come pane di segale, pane ..."
M,Malvasia,"Con il nome Malvasia vengono indicati molti vitigni, la maggior parte a bacca bianca, geograficamente distribuiti un po’ in tutta ..."
M,Mandaranci,"I mandaranci sono frutti ibridi fra il mandarino e l’arancio. Originari dell’Asia, questi frutti sono diffusi in tutto il mondo, dove ..."
M,Mandarini,"Mandarini, proprietà principali
Con il cedro e il pomelo, il mandarino è il terzo agrume originale da cui ne derivano altri come ..."
M,Mandarino cinese (kumquat),"Mandarino cinese (kumquat), proprietà principali
Il kumquat, noto anche come mandarino cinese o fortunella, è un agrume dalle piccole ..."
M,Mandorle,"Mandorle, proprietà principali
Originario dell’Asia, il mandorlo si è diffuso in tutti i Paesi dell’area mediterranea dove fiorisce ad ..."
M,Mandorle pelate,"Le mandorle pelate sono mandorle private della pellicina che le ricopre. Questi semi oleosi ricchi di benefici e dal gusto delicato, ..."
M,Mandorle sgusciate,"Praticamente immancabili in ogni dispensa, le mandorle possono essere usate sia con o senza buccia. Quelle sgusciate (che si ..."
M,Mandorle tostate a lamelle,"Mandorle tostate a lamelle, caratteristiche principali
Con mandorle tostate a lamelle si indicano le mandorle sottoposte a tostatura ..."
M,Mango,"Mango, proprietà principali
Originario dell’Asia, il mango è una pianta sempreverde molto alta della stessa famiglia del pistacchio che ..."
M,Manioca,"La manioca è una radice di origini sudamericane, usata in particolare in Brasile. È nota anche come cassava o yuca ed è la terza fonte ..."
M,Manzo,"Il manzo è probabilmente uno degli animali più consumati in cucina, non solo per il sapore straordinario e le importanti qualità ..."
M,Maracuja,"La maracuja è una bacca commestibile della Passiflora edulis, pianta che appartiene alla famiglia delle Passifloracee ed è originaria ..."
M,Marasche,"Le marasche sono frutti molto simili alle comuni ciliegie, ma con importanti differenze da un punto di vista botanico. Le ciliegie sono ..."
M,Maraschino,"Il maraschino è un liquore dolce e fruttato, dall’aroma e dal gusto inconfondibili, originario della Dalmazia , e più precisamente di ..."
M,Margarina,"Margarina, proprietà principali
La margarina è un grasso alimentare nato dall’emulsione di acqua e grassi alimentari di origine animale ..."
M,Maritozzo,"Il maritozzo è un dolce tipico della tradizione romana, lo si fa risalire addirittura all’Antica Roma. Diffuso nel Centro Italia, ha la ..."
M,Marmellata di albicocche,"La marmellata è un alimento conosciuto in tutto il mondo e molto amato in Italia, sia dai grandi che dai piccini. Accompagna in genere ..."
M,Marmellata di amarene,"Marmellata di amarene, proprietà principali
La marmellata di amarene è una delle conserve più consumate e preparate in casa da ..."
M,Marmellata di arance,"Per conservare il gusto unico delle succose arance durante tutto l’anno, si può preparare una squisita marmellata di arance, da ..."
M,Marmellata di cachi,"Marmellata di cachi, proprietà principale
La marmellata di cachi è una conserva ricavata dalla polpa di uno dei frutti autunnali più ..."
M,Marmellata di ciliegie,Dal ciliegio nascono i frutti più buoni e dolci che portiamo in tavola e che consumiamo durante l’estate. Gli stessi che ci permettono ...
M,Marmellata di fichi,"Marmellata di fichi, caratteristiche principali
La marmellata di fichi è tra le più gustose in circolazione. Può essere preparata con ..."
M,Marmellata di fragole,"Una delizia che ci riporta all’infanzia, una ghiottoneria da gustare in qualsiasi momento della giornata: la marmellata di fragole è ..."
M,Marmellata di lamponi,"La marmellata di lamponi è un ingrediente dolce, con una nota acidula, perfetto per preparare tante ricette dolci. Questo alimento ..."
M,Marmellata di limoni,"Marmellata di limoni, proprietà principali
La marmellata di limoni è una confettura dal sapore fresco e molto profumata, ottima per ..."
M,Marmellata di mele,"La marmellata è un alimento molto amato da grandi e piccini, ottimo a colazione, a merenda o parte di un dessert a fine pasto. Ne ..."
M,Marmellata di mele cotogne,"La marmellata di mele cotogne, detta anche cotognata, è una conserva alimentare prodotta a partire dalla mela cotogna, frutto definito ..."
M,Marmellata di mirtilli,La marmellata di mirtilli è una preparazione che esalta al massimo le proprietà e la bontà dei mirtilli. Si può preparare sia con ...
M,Marmellata di pesche,"La marmellata di pesche è una vera delizia, la si può spalmare sul pane, sulle fette biscottate, può essere il ripieno dei cornetti o ..."
M,Marmellata di rabarbaro,Il rabarbaro è una pianta molto versatile e dai molteplici utilizzi in cucina: uno di questi è la sua trasformazione in ...
M,Marmellata di ribes,"La marmellata di ribes viene preparata con le bacche dal caratteristico sapore dolce-acidulo ricavate dalla pianta omonima, che possono ..."
M,Marmellata di uva,"I frutti della terra, se debitamente impiegati, possono trasformarsi in ingredienti preziosi per alcune delle preparazioni più squisite ..."
M,Marron glaces,"I marron glaces sono una lavorazione di pasticceria della castagna, alimento tipicamente autunnale: il nome francese che li definisce ..."
M,Marroni,"I marroni sono i frutti degli alberi coltivati di castagne e sono utilizzati e apprezzati in cucina sia per l’alto valore nutrizionale, ..."
M,Marsala,"Il Marsala è un vino liquoroso DOC prodotto in Sicilia, non solo a Marsala ma in quasi tutta la provincia di Trapani. Viene bevuto ..."
M,Marshmallow,"Marshmallow, proprietà principali
I marshmallow sono dei dolcetti di zucchero a forma di piccoli cilindri. Quelli oggi comunemente in ..."
M,Martini Extra Dry,"Il Martini Extra Dry è un vermouth, ovvero un vino aromatizzato e liquoroso che presenta una gradazione alcolica superiore a quella di ..."
M,Martini Rosato,"Il Martini rosato è un vino da aperitivo. Il suo gusto caratteristico è dato dalla presenza dei chiodi di garofano, della noce moscata ..."
M,Marzapane,"Il marzapane è una pasta dolce preparata con albume d’uovo oppure miele, zucchero e mandorle sminuzzate. Il risultato è un impasto ..."
M,Mascarpone,"Mascarpone, proprietà principali
Il mascarpone è un latticino di origine lombarda ricavato dalla lavorazione della panna, che si ..."
M,Mastice di Chios,"Il Mastice di Chios è una resina ricavata dall’arbusto lentisco, un sempreverde della famiglia delle Anacardiaceae che viene coltivato ..."
M,Mazzancolle,"Mazzancolle, proprietà principali
Caratteristiche del Mediterraneo, le mazzancolle – conosciute anche come gamberi imperiali – sono ..."
M,Melagrana,"Melagrana, proprietà principali
Originaria dell’Asia sud-occidentale, il melograno viene attualmente coltivato in Iran, Turchia, India, ..."
M,Melanzane,"Melanzane, proprietà principali
La melanzana è una pianta erbacea estiva appartiene alla famiglia delle solanacee esattamente come il ..."
M,Melassa,"La melassa è un liquido bruno, per certi versi simile al miele, che si ottiene in seguito alla centrifugazione dello zucchero. Ha una ..."
M,Mele Evelina,"Disponibili praticamente tutto l’anno e amate da grandi e piccini, le mele sono il frutto per eccellenza. Ve ne sono tantissime ..."
M,Mele Fuji,"Mala Fuji, proprietà principali
La mela Fuji è la varietà di mele più coltivata al mondo, nata dall’incrocio della Red Delicious e ..."
M,Mele Golden Delicious,"Mele Golden Delicious, proprietà principali
Le Mele Golden Delicious sono un particolare tipo di mela dal sapore unico. Questa varietà ..."
M,Mele Granny Smith,"Le mele Granny Smith sono una varietà di mela verde. Famosissime e apprezzate in tutto il mondo, hanno un colore intenso, una polpa ..."
M,Mele Pink Lady,"Le mele sono forse il tipo di frutto più diffuso sulle nostre tavole, presente ormai in qualsiasi stagione dell’anno e dal sapore amato ..."
M,Mele Red Delicious,"Le mele Red Delicious sono una varietà caratterizzata dal colore rosso scuro, dalla forma allungata e dalla consistenza particolarmente ..."
M,Mele Royal Gala,"Tra le varietà di mele più famose in Italia, troviamo le mele Royal Gala: si tratta di un frutto dalla lunga storia, che viene ..."
M,Mele cotogne,"Le mele cotogne sono una varietà di mela derivante dall’albero cotogno, e appartengono alla famiglia delle pomacee. Il cotogno è ..."
M,Mele renette,"Questa particolare varietà di mele unisce gusto e salute, è perfetta in cucina, buona sia cruda che cotta, ma anche per realizzare e ..."
M,Mele secche,"Mele secche, proprietà principali
Le mele secche sono note anche come chips di mele o mele disidratate. Si ottengono dalla ..."
M,Melissa,La melissa è una pianta dalle incredibili virtù particolarmente apprezzata in cucina per il sapore e per le proprietà variegate che la ...
M,Melone,"Melone, proprietà principali
Il melone è una pianta rampicante della famiglia delle cucurbitacee, come la zucca, la zucchina, il ..."
M,Melone giallo invernale,"Melone giallo invernale, caratteristiche principali
Il melone giallo invernale, o semplicemente melone giallo, è un ortaggio che viene ..."
M,Menta,"Menta, proprietà principali
La menta è un’erba aromatica diffusa sia in Europa che in Asia e in Africa, poiché tollera bene sia il ..."
M,Mentuccia,"È un ingrediente straordinario, un vero e proprio alleato della nostra salute, stiamo parlando della mentuccia, una pianta erbacea ..."
M,Meringhe,"Meringhe, caratteristiche principali
Le meringhe sono una preparazione base in pasticceria. Dolcissime, sono composte in gran parte da ..."
M,Merlano,"Il merlano è un pesce conosciuto anche con il nome di molo, e fa parte della famiglia Gadidae. In natura, frequenta acque fredde e ..."
M,Merluzzo (nasello),"Merluzzo (nasello), proprietà principali
Con i termini generici merluzzo e nasello si indica talvolta la stessa tipologia di pesce, ..."
M,Merluzzo neozelandese (hoki),"Il merluzzo neozelandese, conosciuto anche come hoki, è una specie ittica che proviene dalla Nuova Zelanda e ricavato dalla pesca nelle ..."
M,Mezze maniche rigate,"Le mezze maniche rigate sono un formato di pasta molto particolare e apprezzato. Il nome, così originale, è legato agli abiti che si ..."
M,Mezze penne rigate,"Chiamate così per la forma che richiama quella di una penna, le mezze penne rigate sono un formato di pasta molto amato e con ..."
M,Mezzi paccheri rigati,"La Campania ha una lunga tradizione nella produzione della pasta, ed è da qui che sono nati moltissimi formati ancora oggi tra i più ..."
M,Mezzi pennoni rigati,"Per gli amanti della pasta corta che adorano i condimenti abbondanti, i mezzi pennoni rigati sono il formato più adatto. Nati per ..."
M,Midollo di bue,"Il midollo di bue è un ingrediente utilizzato in cucina per preparare secondi piatti a base di carne, sughi e risotti. Il midollo è una ..."
M,Miele,"Miele, proprietà principali
Il miele è un alimento prodotto dalle api a partire dalla melata, escretata dagli insetti, e dal nettare, ..."
M,Miglio,"Miglio, proprietà principali
Che cos’è il miglio? Il miglio è un cereale, una pianta erbacea che produce piccoli granuli schiacciati su ..."
M,Minestra di ginseng in scatola,"Minestra di ginseng in scatola, caratteristiche principali
La minestra di ginseng fa parte di una categoria molto varia di zuppe che si ..."
M,Mirin,"Mirin, proprietà principali
Il mirin è un vino di riso aromatico, uno speciale sakè giapponese (bevanda alcolica nata dalla ..."
M,Mirtilli,"Mirtilli, proprietà principali
Con le fragoline, i lamponi, le more e i ribes, i mirtilli neri fanno parte della famiglia dei frutti di ..."
M,Mirtilli secchi,I mirtilli secchi comunemente in commercio appartengono a due varietà: i mirtilli rossi e i mirtilli neri. La qualità rossa ha un ...
M,Mirto,"Mirto, caratteristiche principali
Una pianta profumata dai mille usi e benefici. Il mirto si impiega in ogni sua componente, a partire ..."
M,Miscela sostitutiva dell'uovo (No Egg),"La miscela sostitutiva dell’uovo, lo dice la stessa espressione, è un’alternativa per la preparazione di ricette vegane che necessitano ..."
M,Miso,"Il miso è un condimento ottenuto dalla fermentazione dei fagioli di soia gialla a cui viene aggiunto sale marino e cereali, in generale ..."
M,Mixybar Coconut,"Mixybar Coconut, caratteristiche principali
Dal sapore dolce e dissetante, il Mixybar Coconut può essere utilizzato per la preparazione ..."
M,Mixybar Limone,"L’estate è il momento perfetto per provare bevande fresche e dissetanti: il Mixybar Limone è ottimo da gustare allungato con acqua, ma ..."
M,Mixybar Papaya,Mixybar Papaya è uno sciroppo a base del delizioso frutto tropicale da cui prende il nome. Si tratta di una bevanda rinfrescante e ...
M,Mocetta valdostana,"La mocetta, chiamata anche motsetta o motzetta (il suo nome per esteso in dialetto è morseau de vianda setza), è una produzione tipica ..."
M,Moleche,Le moleche sono dei granchi verdi utilizzati soprattutto nella laguna di Venezia e in quella di Marano. Si tratta di granchi in fase di ...
M,Molluschi,"I molluschi sono un ingrediente fondamentale per chi vuole dilettarsi in cucina, preparando ricette di pesce freschi e fantasiosi: ..."
M,Montasio,"Montasio, proprietà principali
Il formaggio Montasio è un prodotto tipico del  Friuli Venezia Giulia e del Veneto realizzato con latte ..."
M,Montone,"I migliori allevamenti di montone in Italia si trovano tra Piemonte, Lazio e Puglia. In Europa, invece, risulta particolarmente diffuso ..."
M,More,"More, proprietà principali
Le more sono frutti di bosco che crescono spontaneamente su grandi cespugli ricchi di spine, i rovi, non ..."
M,Mortadella,"Mortadella, proprietà principali
La mortadella è un insaccato bolognese di carni suine, aromatizzato con pepe nero, talvolta pistacchi ..."
M,Moscardini,"Moscardini, proprietà principali
I moscardini sono molluschi disponibili in qualsiasi stagione dell’anno appartenenti alla stessa ..."
M,Moscato,"Moscato, proprietà principali
Il Moscato indica una famiglia di vitigni, a bacca bianca o a bacca nera, da cui si ricavano gli ..."
M,Mostarda,"Mostarda, proprietà principali
La mostarda è un’antica salsa originaria del Nord Italia e poi diffusa nel resto della penisola a base ..."
M,Mostarda Bolognese,La mostarda bolognese è un ingrediente straordinario della tradizione emiliana che affonda le radici in secoli di cultura. Ha un sapore ...
M,Mostarda di Cremona,La mostarda di Cremona non ha bisogno di presentazioni perché la fama che ha a livello nazionale precede persino il suo nome. Si tratta ...
M,Mosto,"Il mosto è quel liquido che si ottiene nei primi passaggi della produzione del vino o di altre bevande alcoliche. Solitamente, con ..."
M,Mosto cotto,Il mosto cotto si produce pigiando l’uva matura e con una qualità zuccherina superiore a quella che viene richiesta per l’ordinaria ...
M,Mozzarella,"Mozzarella, proprietà principali
La mozzarella è un latticino fresco a pasta filata prodotto utilizzando latte di vacca – in questo ..."
M,Mozzarella di bufala campana DOP,La mozzarella di bufala campana è un prodotto tipico della Campania ed uno dei più conosciuti in Italia e nel mondo. Si tratta di un ...
M,Muesli,"Si può preparare a casa oppure comprare già confezionato, il muesli è composto da una serie di ingredienti miscelati, tra cui: fiocchi ..."
M,Muesli croccanti,I muesli croccanti si differenziano dal muesli classico proprio per la loro caratteristica consistenza. Sono conosciuti anche con il ...
M,Muffin,"Muffin, proprietà principali
I muffin sono dei dolci, di forma rotonda ed una calotta semisferica, per certi versi simili ai plumcake. ..."
M,Murena,"La murena è un pesce costiero che popola le acque del Mar Mediterraneo, dell’Atlantico Orientale e del Mar Adriatico. Popola i fondali ..."
M,Muscari,"Muscari, proprietà principali
I muscari sono noti anche con il nome di lampascioni. Tantissimi i nomi che assumono in base alle zone ..."
M,Muttonbirds,
N,Nachos,"Nachos, proprietà principali
I nachos sono dei triangoli di piccole dimensioni di tortilla di mais, che vengono utilizzati come ..."
N,Nasturzio,Il nasturzio è un’erba dal sapore molto simile a quello del crescione: è diffusa e coltivata in tutto il mondo e cresce sia vicino alle ...
N,Negroni,Il Negroni è il cocktail da aperitivo più famoso al mondo insieme allo Spritz. Una bevanda alcolica riconoscibile per quel suo ...
N,Nero di seppia,"Nero di seppia, proprietà principali
Il nero di seppia è un liquido scuro prodotto dalle ghiandole della seppia e, per estensione, ..."
N,Nespole,"Nespole, caratteristiche principali
Cosa sono le nespole? Un frutto presente sui banchi dei mercati in diverse stagioni dell’anno a ..."
N,Netetu,"Il netetu è un condimento di colore marrone scuro molto utilizzato nella cucina dell’Africa occidentale, che viene ricavato dai semi ..."
N,Nocciole,"Nocciole, proprietà principali
Le nocciole sono frutti autunnali che crescono in gruppi di due o tre e sono ricoperti da una “campana” ..."
N,Noce di vitello,"Noce di vitello, caratteristiche principali
La noce di vitello è un taglio molto pregiato, classificato nella prima categoria. Si trova ..."
N,Noce moscata,"Noce moscata, proprietà principali
Coltivata in alcuni Paesi tropicali, soprattutto nell’arcipelago delle Molucche, l’albero di noce ..."
N,Noci,"Noci, proprietà principali
Le noci appartengono alla grande famiglia della frutta secca, di cui fanno parte anche arachidi, nocciole, ..."
N,Noci macadamia,"Le noci macadamia sono i frutti dell’albero denominato Macadamia. Si tratta di una pianta tropicale, presente principalmente nei ..."
N,Noci pecan,"Le noci pecan sono i frutti dell’albero pecan, diffuso principalmente nell’America settentrionale. Questa pianta, molto robusta e ..."
N,Noodles,"Diffusi nella cucina orientale, apprezzati e amati in Italia, i noodles rappresentano l’ingrediente principale di alcune delle ..."
N,Nuditella sotto sale,"Nuditella sotto sale, proprietà principali
La nuditella è novellame di pesce azzurro, ovvero un pesce appena nato. Ha diversi nomi ..."
N,Nutella,"È la crema alla nocciola più famosa al mondo, amata da grandi e piccoli in egual modo. Stiamo parlando della Nutella e siamo certi che ..."
N,Nuvole di drago,"Le nuvole di drago sono uno dei più celebri antipasti della cucina cinese, in generale sono molto popolari nel Sudest asiatico. ..."
O,OIio di palma,
O,Oca,"Oca, proprietà principali
Consumata tradizionalmente in Germania e molto apprezzata anche in Francia, in Italia l’oca è conosciuta ..."
O,Old Tom Gin,"Old Tom Gin, caratteristiche principali
L’Old Tom Gin si caratterizza per uno stile molto particolare e da un gusto molto dolce, che ..."
O,Olio di cartamo,L’olio di cartamo è un olio che viene estratto dai semi della pianta omonima. Il suo utilizzo è impiegato soprattutto nel settore ...
O,Olio di chiodi di garofano,"L’olio di chiodi di garofano è un vero toccasana per la salute: conosciuto per le sue proprietà benefiche, viene utilizzato anche in ..."
O,Olio di cocco,"L’olio di cocco è un grasso vegetale che si ricava dalla palma da noce (chiamata comunemente noce di cocco), tipica delle coste ..."
O,Olio di colza,"L’olio di colza viene ricavato dai semi della colza, pianta appartenente alla famiglia delle Brassicaceae, e si tratta di un olio ..."
O,Olio di mandorle,"L’olio di mandorle è un grasso di origine vegetale, come suggerisce il nome stesso, è il risultato della spremitura delle mandorle ..."
O,Olio di nocciola,"Olio di nocciola, caratteristiche principali
L’olio di nocciole è estratto a freddo dai semi del corylus avellana ed è impiegato in ..."
O,Olio di noci,"L’olio di noci è un prodotto ottenuto dalla pressatura dei gherigli del frutto dal quale prende il nome, e viene utilizzato in cucina ..."
O,Olio di palma,"La stragrande maggioranza di olio di palma viene ricavato dalla specie Elaeis guineensis che sì è originaria dell’Africa, ma al momento ..."
O,Olio di riso,
O,Olio di semi di arachide,Tra i più pregiati oli di semi è quello che si avvicina di più all’olio di oliva per caratteristiche organolettiche che per la ...
O,Olio di semi di girasole,"L’olio di semi di girasole è l’olio estratto dai semi del girasole. Con un elevato contenuto di acido linoleico, è un olio molto ..."
O,Olio di semi di lino,"Olio di semi di lino, caratteristiche principali
L’olio di semi di lino è un olio vegetale che deriva dalla spremitura a freddo ..."
O,Olio di semi di mais,"L’olio di semi di mais è un olio estratto dal germe del seme del mais (nome scientifico Zea Mays), una pianta originaria delle Americhe ..."
O,Olio di senape,"Olio di senape, proprietà principali
L’olio di senape è un olio vegetale che si ricava dalla spremitura a freddo dei semi di senape ..."
O,Olio di sesamo,"L’olio di sesamo è un ingrediente che viene preparato con i semi di sesamo. Alta sino a un metro, la pianta del sesamo fa parte della ..."
O,Olio d’oliva,"Olio d’oliva, proprietà principali
L’olio di oliva è un olio alimentare ricavato dal taglio di olio d’oliva vergine con oli raffinati ..."
O,Olio extravergine d'oliva,"Olio extravergine d’oliva, proprietà principali
A differenza dell’olio d’oliva, l’olio extravergine d’oliva è un condimento ricavato ..."
O,Olio extravergine d'oliva al pepe rosa,L’olio extravergine d’oliva al pepe rosa è un condimento delizioso che mette d’accordo i palati desiderosi di qualcosa di fresco e ...
O,Olio extravergine d'oliva al peperoncino,"Olio extravergine d’oliva al peperoncino, proprietà principali
L’olio extravergine di oliva al peperoncino è un olio alimentare ..."
O,Olio extravergine d'oliva al tartufo,L’olio extravergine d’oliva al tartufo è il condimento perfetto che mette d’accordo i palati sopraffini grazie al sapore intenso e ...
O,Olio extravergine d'oliva all'aglio,In cucina non ci si stanca mai di sperimentare: l’olio extravergine d’oliva all’aglio è un semplice ingrediente capace di regalare alle ...
O,Olio extravergine d’oliva al rosmarino,L’olio extravergine d’oliva al rosmarino è un olio aromatico che può essere impiegato per cucinare moltissimi piatti in cucina e non ...
O,Olive Kalamata,"Le olive sono il prodotto che più di ogni altro unisce i Paesi che si affacciano sul Mediterraneo. Sono infatti coltivate in Italia, ..."
O,Olive ascolane,"Le olive ascolane sono un prodotto tipico delle Marche meridionali, nelle province di Fermo ed Ascoli Piceno, oltre ad una parte della ..."
O,Olive di Gaeta,"L’area mediterranea vanta una grande produzione di olive, e moltissime sono le varietà che poi finiscono sulla nostra tavola. Una di ..."
O,Olive farcite,"Le olive vengono ampiamente usate nella nostra cucina, sia in insalate che per dare un tocco di sapore a ricette più complesse. Una ..."
O,Olive in salamoia,La preparazione delle olive in salamoia è una tradizione diffusa in molti luoghi del nostro Paese. È anche probabilmente il modo ...
O,Olive nere,"Olive nere, proprietà principali
Le olive nere sono i frutti dell’ulivo e si differenziano dalle olive verdi per il momento in cui ..."
O,Olive nere infornate,"Le olive nere infornate, conosciute anche come olive nere al forno, sono un antipasto tipico delle regioni meridionali come Sicilia, ..."
O,Olive taggiasche,"Le olive sono uno dei prodotti tipici della dieta mediterranea. Coltivate in gran parte del territorio italiano, ogni regione propone ..."
O,Olive verdi,"Le olive verdi sono i frutti dell’albero di ulivo, chiamato Olea europaea. Si tratta di una pianta che appartiene alla famiglia delle ..."
O,Olive verdi piccanti,"Tra le molte preparazioni culinarie che coinvolgono le olive ce ne sono alcune davvero saporite: è il caso delle olive verdi piccanti, ..."
O,Ombrina,"L’ombrina è un pesce di mare, appartenente alla Famiglia degli Sciaenidae, diffusa in tutto il litorale italiano sui fondi sabbiosi. Il ..."
O,Orange Brandy,L’orange brandy è un elegante liquore frutto dell’infusione delle bucce d’arancia fresche nel brandy invecchiato. Presenta note ...
O,Orange bitter,
O,Orata,"Orata, proprietà principali
L’orata è un pesce argentato, più scuro sul dorso e con una fascia dorata tra gli occhi; il corpo è ..."
O,Orecchiette,"Le orecchiette sono una tipologia di pasta tipica della regione Puglia. Gustose e tradizionali, grazie al loro aspetto leggermente ..."
O,Origano,"Origano, proprietà principali
L’origano è una pianta aromatica perenne della stessa famiglia della maggiorana, della salvia, del ..."
O,Ortiche,"Ortiche, proprietà principali
L’ortica è una pianta erbacea, selvatica, perenne e infestante. Si contraddistingue per le foglie ..."
O,Orzo,"Orzo, proprietà principali
Come il grano, l’avena e il farro, l’orzo è un cereale antichissimo che appartiene alla famiglia delle ..."
O,Ossibuchi di maiale,"Gli ossibuchi di maiale sono dei tagli di carne suina, utilizzati per diverse ricette in tutta Italia e nel mondo. Di base, l’ossobuco ..."
O,Ossibuchi di vitello,"L’ossobuco, insieme al risotto alla milanese e alla cotoletta, è uno dei piatti più famosi della tradizione della cucina milanese: ..."
O,Osso di prosciutto,"Osso di prosciutto, caratteristiche principali
L’osso di prosciutto non è solo uno scarto del taglio principale ma è anche un ottimo ..."
O,Ostie,"L’ostia è composta da un sottile strato di impasto che viene cotto, senza aggiunta di aromi, ed è dunque insapore. Gli ingredienti sono ..."
O,Ostriche,"Ostriche, proprietà principali
L’ostrica è un mollusco dalla conchiglia tondeggiante ricoperta di lamelle squamose ondulate, la cui ..."
O,Ovetti di cioccolato confettati,Gli ovetti di cioccolato confettati sono dei dolcetti tipici del periodo di Pasqua che vengono consumati da grandi e bambini. Si tratta ...
P,Paccheri,"I paccheri sono un tipo di pasta tradizionale della cucina campana. Il loro nome, così evocativo, nasconde un significato bene preciso: ..."
P,Pagello (parago),Il pagello è un pesce osseo di acqua salata conosciuto anche come parago o pagello fragolino. Appartiene alla famiglia degli sparidi e ...
P,Paglia e fieno,"Le tagliatelle paglia e fieno sono un modo differente e originale per preparare le classiche tagliatelle. Di solito si consumano, come ..."
P,Pagro,Il pagro è un pesce d’acqua salata che appartiene alla famiglia Sparidae e che è diffuso soprattutto nel Mar Mediterraneo e nell’Oceano ...
P,Palline argentate,"Le palline argentate sono piccole perline commestibili composte principalmente di zucchero, che vengono utilizzate a scopo decorativo ..."
P,Palombacci,I palombacci sono animali appartenenti alla famiglia dei Columbidi particolarmente diffusi in Italia e nel resto d’Europa. Conosciuti ...
P,Palombo,"Palombo, proprietà principali
Il palombo è un pesce di mare senza lische e dal corpo affusolato, che misura dai 40 ai 150 cm.  Il più ..."
P,Pan brioche,"Pan brioche, proprietà principali
Dal suo impasto prendono forma i lievitati più buoni e gustosi, dai panini alle brioche. Del pan ..."
P,Pan di Spagna,"Pan di Spagna, caratteristiche principali
Il Pan di Spagna è una delle basi della pasticceria. La sua pasta dolce, soffice e spugnosa, ..."
P,Pancake,"I pancake sono un dolce tipico degli Stati Uniti, diffuso in tutto il mondo anglosassone. Sia negli ingredienti che nel loro aspetto ..."
P,Pancarrè,Il pancarré è un pane dalla forma squadrata e tagliato a fette. Il suo nome deriva dal francese pain carré che significa “pane ...
P,Pancetta,"Pancetta, proprietà principali
La pancetta è un salume che si produce con l’addome del maiale, che viene rifilata, messa in cella di ..."
